Season,Episode,Title,Year,Total votes,Average rating,z-score
19,9,Eternal Moonshine of the Simpson Mind,2007,"2,026.00",8.20,1.24
19,10,E Pluribus Wiggum,2008,"1,338.00",6.80,-0.46
19,11,That '90s Show,2008,"1,905.00",6.30,-1.07
19,12,"Love, Springfieldian Style",2008,"1,376.00",6.60,-0.70
19,13,The DeBarted,2008,"1,659.00",7.60,0.51
19,14,Dial 'N' for Nerder,2008,"1,392.00",7.40,0.27
19,15,Smoke on the Daughter,2008,"1,299.00",6.70,-0.58
19,16,Papa Don't Leech,2008,"1,235.00",6.10,-1.31
19,17,Apocalypse Cow,2008,"1,316.00",6.80,-0.46
19,18,Any Given Sundance,2008,"1,319.00",7.10,-0.09
19,19,Mona Leaves-a,2008,"1,347.00",7.00,-0.22
19,20,All About Lisa,2008,"1,207.00",6.40,-0.94
20,1,"Sex, Pies and Idiot Scrapes",2008,"1,579.00",7.20,0.03
20,2,Lost Verizon,2008,"1,426.00",6.80,-0.46
20,3,"Double, Double, Boy in Trouble",2008,"1,368.00",6.90,-0.34
20,4,Treehouse of Horror XIX,2008,161.00,7.10,-0.09
20,5,Dangerous Curves,2008,"1,312.00",6.60,-0.70
20,6,Homer and Lisa Exchange Cross Words,2008,"1,311.00",7.10,-0.09
20,7,MyPods and Boomsticks,2008,"1,458.00",7.10,-0.09
20,8,The Burns and the Bees,2008,"1,314.00",6.60,-0.70
20,9,Lisa the Drama Queen,2009,"1,429.00",6.00,-1.43
20,10,"Take My Life, Please",2009,"1,252.00",6.90,-0.34
20,11,How the Test Was Won,2009,"1,259.00",7.00,-0.22
20,12,"No Loan Again, Naturally",2009,"1,238.00",6.80,-0.46
20,13,Gone Maggie Gone,2009,"1,396.00",7.20,0.03
20,14,In the Name of the Grandfather,2009,127.00,6.40,-0.94
20,15,Wedding for Disaster,2009,"1,213.00",6.60,-0.70
20,16,Eeny Teeny Maya Moe,2009,"1,296.00",7.20,0.03
20,17,"The Good, the Sad and the Drugly",2009,"1,315.00",7.20,0.03
20,18,Father Knows Worst,2009,"1,224.00",7.00,-0.22
20,19,"Waverly Hills, 9021-D'Oh",2009,"1,332.00",7.10,-0.09
20,20,Four Great Women and a Manicure,2009,"1,228.00",6.50,-0.82
20,21,Coming to Homerica,2009,"1,361.00",7.30,0.15
21,1,Homer the Whopper,2009,"1,447.00",7.10,-0.09
21,2,Bart Gets a 'Z',2009,"1,317.00",6.60,-0.70
21,3,The Great Wife Hope,2009,"1,173.00",6.30,-1.07
21,4,Treehouse of Horror XX,2009,"1,498.00",7.30,0.15
21,5,The Devil Wears Nada,2009,"1,211.00",6.70,-0.58
21,6,Pranks and Greens,2009,"1,197.00",6.60,-0.70
21,7,Rednecks and Broomsticks,2009,"1,169.00",6.70,-0.58
21,8,"Oh Brother, Where Bart Thou?",2009,"1,225.00",7.10,-0.09
21,9,Thursdays with Abie,2010,"1,112.00",6.70,-0.58
21,10,Once Upon a Time in Springfield,2010,"1,186.00",6.60,-0.70
21,11,Million Dollar Maybe,2010,"1,145.00",7.10,-0.09
21,12,Boy Meets Curl,2010,"1,202.00",6.80,-0.46
21,13,The Color Yellow,2010,"1,192.00",6.60,-0.70
21,14,Postcards from the Wedge,2010,"1,082.00",7.00,-0.22
21,15,Stealing First Base,2010,"1,225.00",7.00,-0.22
21,16,The Greatest Story Ever D'ohed,2010,"1,415.00",5.70,-1.80
21,17,American History X-cellent,2010,"1,124.00",6.60,-0.70
21,18,Chief of Hearts,2010,"1,106.00",6.90,-0.34
21,19,The Squirt and the Whale,2010,"1,140.00",6.90,-0.34
21,20,"To Surveil, with Love",2010,"1,175.00",7.20,0.03
21,21,Moe Letter Blues,2010,"1,129.00",7.00,-0.22
21,22,The Bob Next Door,2010,"1,246.00",7.30,0.15
21,23,Judge Me Tender,2010,"1,172.00",6.50,-0.82
22,1,Elementary School Musical,2010,"1,363.00",6.20,-1.19
22,2,Loan-a Lisa,2010,"1,132.00",6.70,-0.58
22,3,MoneyBart,2010,"1,187.00",6.70,-0.58
22,4,Treehouse of Horror XXI,2010,"1,440.00",7.10,-0.09
22,5,"Lisa Simpson, This Isn't Your Life",2010,"1,125.00",7.20,0.03
22,6,The Fool Monty,2010,"1,100.00",6.50,-0.82
22,7,How Munched Is That Birdie in the Window?,2010,"1,110.00",6.30,-1.07
22,8,The Fight Before Christmas,2010,"1,219.00",6.80,-0.46
22,9,Donnie Fatso,2010,"1,169.00",7.00,-0.22
22,10,Moms I'd Like to Forget,2011,"1,047.00",6.30,-1.07
22,11,Flaming Moe,2011,"1,152.00",6.70,-0.58
22,12,Homer the Father,2011,"1,083.00",6.90,-0.34
22,13,The Blue and the Gray,2011,"1,080.00",6.80,-0.46
22,14,Angry Dad: The Movie,2011,"1,253.00",7.20,0.03
22,15,The Scorpion's Tale,2011,"1,150.00",6.60,-0.70
22,16,A Midsummer's Nice Dreams,2011,"1,074.00",6.10,-1.31
22,17,Love Is a Many Strangled Thing,2011,"1,117.00",6.20,-1.19
22,18,The Great Simpsina,2011,"1,114.00",6.80,-0.46
22,19,The Real Housewives of Fat Tony,2011,"1,133.00",6.50,-0.82
22,20,Homer Scissorhands,2011,"1,107.00",7.10,-0.09
22,21,500 Keys,2011,"1,174.00",7.30,0.15
22,22,The Ned-Liest Catch,2011,"1,182.00",6.90,-0.34
23,1,The Falcon and the D'Ohman,2011,"1,369.00",7.10,-0.09
23,2,Bart Stops to Smell the Roosevelts,2011,"1,233.00",7.00,-0.22
23,3,Treehouse of Horror XXII,2011,"1,445.00",6.50,-0.82
23,4,Replaceable You,2011,"1,103.00",6.40,-0.94
23,5,The Food Wife,2011,"1,219.00",7.10,-0.09
23,6,The Book Job,2011,"1,624.00",7.90,0.88
23,7,The Man in the Blue Flannel Pants,2011,"1,083.00",6.70,-0.58
23,8,The Ten-Per-Cent Solution,2011,"1,028.00",6.20,-1.19
23,9,Holidays of Future Passed,2011,"2,027.00",8.30,1.37
23,10,"Politically Inept, with Homer Simpson",2012,"1,155.00",6.00,-1.43
23,11,The D'oh-cial Network,2012,"1,196.00",6.90,-0.34
23,12,Moe Goes from Rags to Riches,2012,"1,247.00",5.80,-1.67
23,13,The Daughter Also Rises,2012,"1,061.00",6.30,-1.07
23,14,At Long Last Leave,2012,"1,230.00",6.90,-0.34
23,15,Exit Through the Kwik-E-Mart,2012,"1,041.00",6.80,-0.46
23,16,How I Wet Your Mother,2012,"1,242.00",7.30,0.15
23,17,"Them, Robot",2012,"1,149.00",7.00,-0.22
23,18,Beware My Cheating Bart,2012,"1,122.00",7.10,-0.09
23,19,A Totally Fun Thing Bart Will Never Do Again,2012,"1,398.00",7.60,0.51
23,20,The Spy Who Learned Me,2012,"9,790.00",6.80,-0.46
23,21,Ned 'N Edna's Blend Agenda,2012,"1,075.00",6.60,-0.70
23,22,Lisa Goes Gaga,2012,"2,950.00",4.00,-3.86
24,1,Moonshine River,2012,"1,264.00",6.40,-0.94
24,2,Treehouse of Horror XXIII,2012,"1,363.00",7.20,0.03
24,3,Adventures in Baby-Getting,2012,"1,061.00",6.80,-0.46
24,4,Gone Abie Gone,2012,"1,022.00",6.70,-0.58
24,5,Penny-Wiseguys,2012,"9,830.00",6.40,-0.94
24,6,A Tree Grows in Springfield,2012,"1,019.00",6.30,-1.07
24,7,The Day the Earth Stood Cool,2012,"1,150.00",7.00,-0.22
24,8,To Cur with Love,2012,"1,047.00",7.20,0.03
24,9,Homer Goes to Prep School,2013,"9,780.00",6.70,-0.58
24,10,A Test Before Trying,2013,"9,710.00",7.00,-0.22
24,11,Changing of the Guardian,2013,"9,980.00",6.50,-0.82
24,12,Love Is a Many Splintered Thing,2013,"1,056.00",6.30,-1.07
24,13,Hardly Kirk-ing,2013,"1,009.00",7.00,-0.22
24,14,Gorgeous Grampa,2013,"1,020.00",6.20,-1.19
24,15,"Black-Eyed, Please",2013,"1,030.00",6.90,-0.34
24,16,Dark Knight Court,2013,"1,045.00",7.10,-0.09
24,17,What Animated Women Want,2013,"1,009.00",6.50,-0.82
24,18,Pulpit Friction,2013,999.00,6.40,-0.94
24,19,Whiskey Business,2013,926.00,6.80,-0.46
24,20,The Fabulous Faker Boy,2013,966.00,6.30,-1.07
24,21,The Saga of Carl,2013,"1,089.00",7.10,-0.09
24,22,Dangers on a Train,2013,991.00,7.00,-0.22
25,1,Homerland,2013,"1,319.00",6.90,-0.34
25,2,Treehouse of Horror XXIV,2013,"1,405.00",6.90,-0.34
25,3,Four Regrettings and a Funeral,2013,"1,077.00",6.40,-0.94
25,4,YOLO,2013,"1,116.00",6.50,-0.82
25,5,Labor Pains,2013,"1,044.00",6.90,-0.34
25,6,The Kid Is All Right,2013,"1,114.00",6.40,-0.94
25,7,Yellow Subterfuge,2013,"1,064.00",6.80,-0.46
25,8,White Christmas Blues,2013,"1,061.00",6.50,-0.82
25,9,Steal This Episode,2014,"1,476.00",7.70,0.64
25,10,Married to the Blob,2014,"1,119.00",6.90,-0.34
25,11,Specs and the City,2014,"1,042.00",7.10,-0.09
25,12,Diggs,2014,"1,035.00",6.30,-1.07
25,13,The Man Who Grew Too Much,2014,"1,112.00",6.60,-0.70
25,14,The Winter of His Content,2014,"1,021.00",6.60,-0.70
25,15,The War of Art,2014,988.00,6.90,-0.34
25,16,You Don't Have to Live Like a Referee,2014,"1,024.00",6.70,-0.58
25,17,Luca$,2014,103.00,6.40,-0.94
25,18,Days of Future Future,2014,"1,165.00",7.00,-0.22
25,19,What to Expect When Bart's Expecting,2014,102.00,5.80,-1.67
25,20,Brick Like Me,2014,"1,661.00",7.90,0.88
25,21,Pay Pal,2014,999.00,6.60,-0.70
25,22,The Yellow Badge of Cowardge,2014,999.00,6.60,-0.70
26,1,Clown in the Dumps,2014,"1,316.00",5.70,-1.80
26,2,The Wreck of the Relationship,2014,"1,092.00",6.80,-0.46
26,3,Super Franchise Me,2014,"1,036.00",6.40,-0.94
26,4,Treehouse of Horror XXV,2014,"1,403.00",7.50,0.39
26,5,Opposites A-Frack,2014,998.00,6.30,-1.07
26,6,Simpsorama,2014,"2,004.00",7.90,0.88
26,7,Blazed and Confused,2014,"1,074.00",6.80,-0.46
26,8,Covercraft,2014,"1,027.00",6.40,-0.94
26,9,I Won't Be Home for Christmas,2014,"1,023.00",6.80,-0.46
26,10,The Man Who Came to Be Dinner,2015,"1,227.00",6.70,-0.58
26,11,Bart's New Friend,2015,106.00,7.10,-0.09
26,12,The Musk Who Fell to Earth,2015,"1,157.00",5.60,-1.92
26,13,Walking Big & Tall,2015,928.00,6.30,-1.07
26,14,My Fare Lady,2015,914.00,6.60,-0.70
26,15,The Princess Guide,2015,939.00,6.40,-0.94
26,16,Sky Police,2015,962.00,6.70,-0.58
26,17,Waiting for Duffman,2015,917.00,6.60,-0.70
26,18,Peeping Mom,2015,872.00,6.60,-0.70
26,19,The Kids Are All Fight,2015,884.00,6.80,-0.46
26,20,Let's Go Fly a Coot,2015,865.00,6.10,-1.31
26,21,Bull-E,2015,883.00,6.50,-0.82
26,22,Mathlete's Feat,2015,929.00,6.70,-0.58
27,1,Every Man's Dream,2015,"1,259.00",5.70,-1.80
27,2,Cue Detective,2015,105.00,6.50,-0.82
27,3,Puffless,2015,"1,018.00",6.90,-0.34
27,4,Halloween of Horror,2015,"1,396.00",7.50,0.39
27,5,Treehouse of Horror XXVI,2015,"1,124.00",6.50,-0.82
27,6,Friend with Benefit,2015,910.00,6.60,-0.70
27,7,"Lisa with an ""S""",2015,922.00,5.90,-1.55
27,8,Paths of Glory,2015,897.00,6.70,-0.58
27,9,Barthood,2015,"2,029.00",8.30,1.37
27,10,The Girl Code,2016,998.00,6.60,-0.70
27,11,Teenage Mutant Milk-Caused Hurdles,2016,931.00,6.60,-0.70
27,12,Much Apu About Something,2016,880.00,6.50,-0.82
27,13,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,2016,840.00,6.40,-0.94
27,14,Gal of Constant Sorrow,2016,957.00,6.50,-0.82
27,15,Lisa the Veterinarian,2016,860.00,6.40,-0.94
27,16,The Marge-ian Chronicles,2016,915.00,7.00,-0.22
27,17,The Burns Cage,2016,840.00,6.30,-1.07
27,18,How Lisa Got Her Marge Back,2016,800.00,6.20,-1.19
27,19,Fland Canyon,2016,907.00,7.10,-0.09
27,20,To Courier with Love,2016,791.00,6.70,-0.58
27,21,Simprovised,2016,817.00,6.30,-1.07
27,22,Orange Is the New Yellow,2016,839.00,6.60,-0.70
28,1,Monty Burns' Fleeing Circus,2016,942.00,6.00,-1.43
28,2,Friends and Family,2016,881.00,6.60,-0.70
28,3,The Town,2016,992.00,7.00,-0.22
28,4,Treehouse of Horror XXVII,2016,"1,096.00",6.90,-0.34
28,5,Trust But Clarify,2016,821.00,6.30,-1.07
28,6,There Will Be Buds,2016,827.00,6.60,-0.70
28,7,Havana Wild Weekend,2016,813.00,6.20,-1.19
28,8,Dad Behavior,2016,793.00,6.50,-0.82
28,9,The Last Traction Hero,2016,752.00,6.30,-1.07
28,10,The Nightmare After Krustmas,2016,816.00,5.90,-1.55
28,11,Pork and Burns,2017,807.00,6.70,-0.58
28,12,The Great Phatsby,2017,994.00,6.10,-1.31
28,13,Fatzcarraldo,2017,775.00,6.30,-1.07
28,14,The Cad and the Hat,2017,773.00,6.40,-0.94
28,15,Kamp Krustier,2017,777.00,6.50,-0.82
28,16,22 for 30,2017,819.00,6.50,-0.82
28,17,A Father's Watch,2017,789.00,6.80,-0.46
28,18,The Caper Chase,2017,813.00,6.10,-1.31
28,19,Looking for Mr. Goodbart,2017,781.00,6.80,-0.46
28,20,Moho House,2017,730.00,6.10,-1.31
28,21,Dogtown,2017,737.00,6.40,-0.94
29,1,The Serfsons,2017,"1,202.00",6.80,-0.46
29,2,Springfield Splendor,2017,953.00,6.50,-0.82
29,3,Whistler's Father,2017,852.00,6.10,-1.31
29,4,Treehouse of Horror XXVIII,2017,"1,167.00",7.00,-0.22
29,5,Grampy Can Ya Hear Me,2017,819.00,6.30,-1.07
29,6,The Old Blue Mayor She Ain't What She Used To Be,2017,825.00,6.30,-1.07
29,7,Singin' in the Lane,2017,818.00,6.40,-0.94
29,8,Mr. Lisa's Opus,2017,910.00,6.80,-0.46
29,9,Gone Boy,2017,983.00,7.10,-0.09
29,10,Haw-Haw Land,2018,851.00,6.40,-0.94
29,11,Frink Gets Testy,2018,770.00,6.20,-1.19
29,12,Homer is Where the Art Isn't,2018,843.00,6.60,-0.70
29,13,3 Scenes Plus a Tag from a Marriage,2018,766.00,6.50,-0.82
29,14,Fears of a Clown,2018,724.00,6.00,-1.43
29,15,No Good Read Goes Unpunished,2018,738.00,6.20,-1.19
29,16,King Leer,2018,718.00,6.20,-1.19
29,17,Lisa Gets the Blues,2018,797.00,6.70,-0.58
29,18,Forgive and Regret,2018,799.00,6.90,-0.34
29,19,Left Behind,2018,742.00,6.60,-0.70
29,20,Throw Grampa from the Dane,2018,809.00,6.60,-0.70
29,21,Flanders' Ladder,2018,"1,089.00",7.50,0.39
30,1,Bart's Not Dead,2018,103.00,6.20,-1.19
30,2,Heartbreak Hotel,2018,922.00,6.00,-1.43
30,3,My Way or the Highway to Heaven,2018,879.00,6.10,-1.31
30,4,Treehouse of Horror XXIX,2018,"1,005.00",5.90,-1.55
30,5,Baby You Can't Drive My Car,2018,838.00,6.90,-0.34
30,6,From Russia Without Love,2018,782.00,6.50,-0.82
30,7,Werking Mom,2018,921.00,5.70,-1.80
30,8,Krusty the Clown,2018,756.00,6.40,-0.94
30,9,Daddicus Finch,2018,765.00,6.70,-0.58
30,10,Tis the 30th Season,2018,761.00,6.70,-0.58
30,11,Mad About the Toy,2019,882.00,5.80,-1.67
30,12,The Girl on the Bus,2019,783.00,6.40,-0.94
30,13,I'm Dancing as Fat as I Can,2019,767.00,6.80,-0.46
30,14,The Clown Stays in the Picture,2019,711.00,6.20,-1.19
30,15,101 Mitigations,2019,667.00,6.40,-0.94
30,16,I Want You (She's So Heavy),2019,681.00,5.80,-1.67
30,17,E My Sports,2019,741.00,6.40,-0.94
30,18,Bart vs. Itchy & Scratchy,2019,"1,444.00",4.80,-2.89
30,19,Girl's in the Band,2019,712.00,6.40,-0.94
30,20,I'm Just a Girl Who Can't Say D'oh,2019,721.00,5.50,-2.04
30,21,D'oh Canada,2019,853.00,5.60,-1.92
30,22,Woo-Hoo Dunnit?,2019,718.00,6.10,-1.31
30,23,Crystal Blue-Haired Persuasion,2019,683.00,6.10,-1.31
31,1,The Winter of Our Monetized Content,2019,980.00,5.90,-1.55
31,2,Go Big or Go Homer,2019,879.00,5.90,-1.55
31,3,The Fat Blue Line,2019,785.00,6.50,-0.82
31,4,Treehouse of Horror XXX,2019,980.00,6.80,-0.46
31,5,Gorillas on the Mast,2019,731.00,6.20,-1.19
31,6,Marge the Lumberjill,2019,822.00,5.60,-1.92
31,7,Livin la Pura Vida,2019,781.00,6.50,-0.82
31,8,Thanksgiving of Horror,2019,972.00,7.30,0.15
31,9,"Todd, Todd, Why Hast Thou Forsaken Me?",2019,868.00,6.50,-0.82
31,10,"Bobby, It's Cold Outside",2019,702.00,6.50,-0.82
31,11,Hail to the Teeth,2020,635.00,6.00,-1.43
31,12,The Miseducation of Lisa Simpson,2020,643.00,6.50,-0.82
31,13,Frinkcoin,2020,616.00,5.90,-1.55
31,14,Bart the Bad Guy,2020,831.00,7.10,-0.09
31,15,Screenless,2020,625.00,6.50,-0.82
31,16,Better Off Ned,2020,600.00,6.40,-0.94
31,17,Highway to Well,2020,674.00,6.90,-0.34
31,18,The Incredible Lightness of Being a Baby,2020,587.00,6.30,-1.07
31,19,Warrin' Priests,2020,693.00,6.10,-1.31
31,20,Warrin' Priests Part 2,2020,657.00,5.70,-1.80
31,21,The Hateful Eight-Year-Olds,2020,657.00,6.50,-0.82
31,22,The Way of the Dog,2020,801.00,7.40,0.27
32,1,Undercover Burns,2020,865.00,6.50,-0.82
32,2,"I, Carumbus",2020,824.00,6.80,-0.46
32,3,"Now Museum, Now You Don't",2020,733.00,5.70,-1.80
32,4,Treehouse of Horror XXXI,2020,"1,027.00",6.10,-1.31
32,5,The 7 Beer Itch,2020,729.00,5.70,-1.80
32,6,Podcast News,2020,676.00,6.60,-0.70
32,7,Three Dreams Denied,2020,622.00,6.20,-1.19
32,8,The Road to Cincinnati,2020,738.00,6.60,-0.70
32,9,Sorry Not Sorry,2020,636.00,6.20,-1.19
32,10,A Springfield Summer Christmas for Christmas,2020,710.00,6.20,-1.19
32,11,The Dad-Feelings Limited,2021,813.00,7.00,-0.22
32,12,Diary Queen,2021,689.00,6.80,-0.46
32,13,Wad Goals,2021,589.00,6.20,-1.19
32,14,Yokel Hero,2021,545.00,5.50,-2.04
32,15,Do Pizza Bots Dream of Electric Guitars,2021,573.00,5.90,-1.55
32,16,Manger Things,2021,546.00,6.40,-0.94
32,17,Uncut Femmes,2021,565.00,6.40,-0.94
32,18,Burger Kings,2021,523.00,6.60,-0.70
32,19,Panic on the Streets of Springfield,2021,660.00,6.10,-1.31
32,20,Mother and Child Reunion,2021,509.00,6.70,-0.58
32,21,The Man from G.R.A.M.P.A.,2021,467.00,6.20,-1.19
32,22,The Last Barfighter,2021,583.00,7.40,0.27
33,1,The Star of the Backstage,2021,963.00,4.30,-3.50
33,2,Bart's in Jail!,2021,606.00,7.00,-0.22
33,3,Treehouse of Horror XXXII,2021,641.00,6.70,-0.58
33,4,The Wayz We Were,2021,507.00,6.80,-0.46
33,5,Lisa's Belly,2021,580.00,6.70,-0.58
33,6,A Serious Flanders,2021,837.00,8.20,1.24
33,7,A Serious Flanders: Part 2,2021,712.00,8.20,1.24
33,8,Portrait of a Lackey on Fire,2021,531.00,6.00,-1.43
33,9,Mothers and Other Strangers,2021,422.00,6.30,-1.07
33,10,A Made Maggie,2021,402.00,6.90,-0.34
33,11,The Longest Marge,2022,371.00,5.80,-1.67
33,12,Pixelated and Afraid,2022,492.00,7.50,0.39
33,13,Boyz N the Highlands,2022,352.00,6.50,-0.82
33,14,You Won't Believe What This Episode Is About - Act Three Will...,2022,351.00,6.20,-1.19
33,15,Bart the Cool Kid,2022,333.00,6.40,-0.94
33,16,Pretty Whittle Liar,2022,292.00,6.20,-1.19
33,17,The Sound of Bleeding Gums,2022,332.00,5.70,-1.80
33,18,My Octopus and a Teacher,2022,302.00,6.50,-0.82
33,19,Girls Just Shauna Have Fun,2022,276.00,6.60,-0.70
33,20,Marge the Meanie,2022,253.00,6.60,-0.70
33,21,Meat Is Murder,2022,274.00,5.70,-1.80
33,22,Poorhouse Rock,2022,416.00,5.40,-2.16
